label,No,Date,Content
,2004,"""2016-12-29T10:34","""내가 말리부랑 그랜져 몰아보고 말리부가 좀 더 낫다는데 그랜져부심 겁나 부리네 ㅋㅋㅋㅋ 아오 진짜....걍 선입견 버리고 머가 낫은지 설명좀. 급이 다르다니 빙 같은 소리말고.g80 정도 되면 차이가 느껴지던데..저 둘 차이가 그렇게 급 차이가 날 정도로 다들 전문가임?.....설명은 없고 죄다 부심이네...그랜져쯤 되면 급이 다르나봐요?"""
,2005,"""2016-12-29T08:31","""현빠는 아니지만 동급 2개차종중 우리 진지하게 ig그랜져와 올뉴k7 어떤게 이쁘냐?"""
,2006,"""2016-12-29T08:04","""담달 받을것 같아요\n2.4 썬눕 스마트 익스 어라뷰 요렇게만"""
,2007,"""2016-12-29T04:34","""12월에 볼보 s60 d3 600 프로모션 하네. 3700만원 수준인데, 그랜저보다 나을 듯. 유지비 높은 건 연비로 상쇄될 것이고... 보증도 5년 10만km로 훨 나음."""
,2008,"""2016-12-29T03:45","""미국과 유럽차는 EDR장치 의무장착. 현기민국은 EDR장치 장착된 차량에 한해서 정보공개 의무. 현기차는 EDR장치 장착×"""
,2009,"""2016-12-29T03:43","""유럽이나 미국차 사라. 주행기록 시스템인 EDR을 미국과 유럽차는 의무장착이다. 대한민국은 현대기아 급발진 및 차량 결함 때문에 의무장착 법을 제정하지 못하고 대신 의무 장착된 수입차들의 주행기록 시스템만 EDR장치 정보 공개만 의무사항이다. 즉, 현기공화국이라는 얘기지."""
,2010,"""2016-12-28T23:53","""돈 좀더 보태서 미니 클럽맨사겠다..ㅋㅋ"""
,2011,"""2016-12-28T22:41","""난폭운전의 대명사 택시 전용 차 그랑죠ig"""
,2012,"""2016-12-28T20:56","""여러모로 잘 나온듯 하여 구매할 뻔 했으나, \n역시 세타2 엔진의 장착은 결국 다른 선택을 할 수 밖에 없도록 하는군요.\n젤 중요한 심장에 문제가 있는데...\n아쉽지만 이젠 같은 비용이라면 수입차가 답인 것 같아요."""
,2013,"""2016-12-28T18:27","""디자인 좋네 현기차 좀 더 좋아지자"""
,2014,"""2016-12-28T16:38","""K7이 그랜저보다 훨씬 좋더라 실내도 넓고 옵션 디자인 등등 솔직히 그랜저는 50~60대 어르신들한테 어울리는 디자인"""
,2015,"""2016-12-28T14:39","""세타2엔진 2.0가솔린 엔진 결함 국내에세 제일 많이 팔린 모델인데 이것은 쏙 빼놓고 as연장만 했다 \n실린더벽에 기스가 나서 엔진오일 소모와 딱딱딱 거리는 소음과 100키로정도 속도가 되면 엔진 진동 때문에 앉아서 아~~라고 소리를 내면 진동때문에 자동 바이브레이션이 시전되고 국내 정비소 70프로 이상이 세타2엔진 보링을 해도 2-5만타면 똑같은 증상이 날수있다고 하고 그래서 붙은 별명이 따닥이,3만이.300만엔진 이뜻은 딱딱딱 거린데서 따닥이 새차뽑고 3만타도 재수없음 실린더 벽 기스나서 수리해야해서 3만이 보증기간 지나면 쇼트엔진 바꾸는데 300만 문제는 바꿔도 또 그증상이 나와서 300만엔진 이증상을 겪고있는 k5 세타2엔진 2.0가솔린 오너인 나 k5까페에 활동중인 나는 이OOO 현기차 팔땐 아이고 고객님 팔고나서는 호객님 하는 현기차를 두번다시는 안타기로 했다 똥빚을 내서라도 난 저돈이면 그냥 더 보태서 외제차 탄다 명심들 하세요"""
,2016,"""2016-12-28T14:20","""아슬란이 그랜져후속이고 IG가 소나타 후속이였다면 아슬란도살리고 IG도 살릴수있었을텐데..딱디자인도 30대가 탈만한데 소나타후속이 어울리지. K7 SM6 말리부 임팔라보다 작아보이는건 착시인가"""
,2017,"""2016-12-28T13:20","""야밤에봣는데 앞에만보고 아반떼인줄알앗슴...아반떼 살짝튜닝한걸로...\n뒷태보니깐 그제야 아 그랜져구나햇슴....\n저만그런가여 ㄷㄷ"""
,2018,"""2016-12-28T13:09","""우리나란 정말 부유한 국가네요! 그렌져가 맘에안들어서 \""안\""산다는 분이 너무많으셔요   와... 대한민국 자랑스럽다.."""
,2019,"""2016-12-28T08:15","""아반떼 롱바디 같은 외모에 몰아보니 승차감 아웃이고 힘도 없음. 토러스 시승하고나서 이거 시승하니까 무슨 깡통 장난감차 모는기분임. 물론 토러스보다 차값이 싸고 급이 아래인건 알겠지만 제네시스가 독립했으니 현대의 고급모델 아닌가? 가격차이에 비해 품질차이가 너무 큼. 내수전용인 이유?"""
,2020,"""2016-12-27T22:48","""말리부보다 출력이 딸려서 느리고 속터짐... 말리보다 내부가 좁다.. 이게 준대형차냐? 미국에서 한달에 200대 팔려서광고비가 더든다고 철수한 그랜져 같은 똥차 빨라주는 민족은 대한민국인들뿐"""
,2021,"""2016-12-27T22:44","""그랜져 앞테는 봐줄만하다 옆때랑 근데 뒷태는 걍 쒜레기 ;;; 디자인 다 갈가먹음 .... 그리고 내부;;;;;;;;;;;진짜 \n허접 그자체 ... 중형인 sm6보다 내부디자인 고급감도업고 후지고 좁고. 미국시장에서 괜히 철수한게 아니다\n경쟁력이업는 모델이야 이값이면 혼다 어코드 하이드리브 사서 15년동안 잔고장업이 타고말지"""
,2022,"""2016-12-27T20:39","""댓글안달라하는데 밑에 댓글 화가나서 글씁니다.전 ig 존나기대하고 3달동안 차를 사지않고 기다렸습니다.개인차이지만 ig디자인 hg보다 중후한 맛도 없고 앞면 쓰레빠라 11월달 200백만원해택받고 hg뽑았습니다.세타엔진말이많아 3.0뽑았구여 근데 강아지 같은 현까 알바들아 ig거지같은거알겠는데 말리부 sm6 비교하는게말이되냐ㅋㅋㅋ임팔라면몰라 물론 임팔라가 가격도 더비싸고 그윗급인거알지만 ㅋㅋㅋ그리고  k7사는분들 꼭시승하고사세요 왜제가똑같은가격에 그렌저선택했는지 k7승차감 구립니다."""
,2023,"""2016-12-27T20:25","""영업사원님 견적 쪽지 주세요 3.0 익스스페셜, 화이트크림, HUD, JBL, 스마트센스, 선루프 입니다."""
,2024,"""2016-12-27T16:51","""개돼지져"""
,2025,"""2016-12-27T15:46","""스포티지에 이어 또하나의 디자인 망작"""
,2026,"""2016-12-27T15:34","""뭐 잘났다고  전면그릴에 현대로고를  저렇게 크게 박아놨냐 ㅋㅋ  뻔뻔해보이네"""
,2027,"""2016-12-27T14:52","""이차가 조금 애매한 등급 아니냐 패밀리 세단으로는 쏘나타면 충분하고 싱글이라 혼자 혹은 둘이 타고 다니기엔 3시리즈나 a4가 나을거 같은데 굳이 외제차를 안사더라도 곧 나올 g70도 이정도 가격대일수 밖에 없는데"""
,2028,"""2016-12-27T14:52","""2.4프리미엄 익스테리어패키지1 할부 2500 쪽지 주세요"""
,2029,"""2016-12-27T10:29","""HG가 더 이쁘다"""
,2030,"""2016-12-27T10:03","""yf쏘나타 철판덧대기로 만들어진 차. 핸들은 경차용 c-mdps ㅋㅋㅋ"""
,2031,"""2016-12-27T03:58","""이 차 알아보는 님들께 전합니다. 저는 수도없이 현대기아차의 GDi 엔진 문제에 대해 현대 기아 인기차종 돌아다니면서 설명했었고, 흉기 알바들과 맹충이들에 의해 저의 얘기는 허무맹랑하다, 근거가없다, OOO하지말라는 둥 비아냥을 들어왔습니다. 하지만 세타엔진 결함이 밝혀졌고, 2.0디젤과 2.2디젤엔진 LNT방식의 유로5 엔진에서 LNT방식이 원래 엔진오일이 유입되긴 하지만 허용량을 한참 초과하는 엔진오일 유입 결함이 발견되었고, 예전 자연흡기 GDi 엔진 카본떼 ㅈㄴ 쌓이던 문제부터, 오늘 드디어 아반떼 스포츠 엔진 결함 기사가 떴습니다. [ http://auto.naver.com/magazine/magazineThemeRead.nhn?seq=24560/ ] 아마 이번에도 흉기는 절대로 인정하지 않을겁니다. 그건 그냥 그 차만 잘못된 것이라고 이야기 할겁니다. 아반떼스포츠 동호회 카페는 이미 난리났습니다. GDi 엔진은 절대 흉기따위가 감당 못할 기술입니다. 잊지마세요."""
,2032,"""2016-12-26T23:08","""결론은 디젤타면 돼는거 아님?"""
,2033,"""2016-12-26T22:46","""동네 마실 댕기는 용도면,,, 젭알 소형차 뽑아라,,, 뭔 운전도 못하는 것들 중형 이상 뽑아서,,,, 골목길에서 빌빌거리는지 ㅋㅋ"""
,2034,"""2016-12-26T20:42","""TG 가진짜에세는마지막인듯..."""
,2035,"""2016-12-26T20:31","""미국차 한국차하면 거대함 웅장함인데 미국차는 그 헤리티지를 살려가는반면 한국차늠 각종해외(독일등)전문디자이너들을 고용하느라 테일램프 헤드램프등 세세한 섬세한 디테일은좋은데 차가적어보이도록 디자인한다는사실 어찌보면 독일 중형세단들도 작아보이긴하는데 외제차라는인식에 사람들은 감수하고 사는것 같다.\n미국차는 멀리서봐도 웅장하게 독일차들은 그걸보다 훨씬가까이서봤을때 디테일이 살아있게 디자인한다. 어쩌면 벤비아믹스디자인이 오히려 힌국차 디자인의 장점을 빼앗아가버린건 아닌가 생각이든다 개인적으로 IG디자인은 좀 아쉽다. 3000주거사기엔 다른경쟁차들에비해 차가작아보이기도하고 OOO를따지자니 이제 가라앉을때로 앉은 위상.."""
,2036,"""2016-12-26T19:53","""ㅋㅋㅋㅋㅋㅋㅋ 그랜저ig ig해서 정말 얼마나 대단한 넘인지 궁금했다. 나온거 보니 세단인지 그냥 스포츠카인지 구분이 안가는건 나뿐인가~ 차라리 HG에 실내만 바꿔도 좋았단 생각이다. 이번 작품은 대실망이다."""
,2037,"""2016-12-26T19:13","""TG Q270도 192 마력인데 터보엔진 달고 190마력이 뭐냐.. 인간적으로 너무하네"""
,2038,"""2016-12-26T18:56","""말리부 터보랑 3.0 람다랑 비교하는넘은 좀 웃긴듯 \n출력이 비슷해도 2.0 과급엔진이랑 3.0 자연흡기랑 같냐"""
,2039,"""2016-12-26T18:24","""앞면은 IG가 낫고 뒷면은 이전 HG가 낫다"""
,2040,"""2016-12-26T17:20","""검은색 말고 다른색상으로 출고시켜요 \n검은색 신형은 색감때문에 폭도 좁아보이고 \n라디에터 그릴이랑 램프 디자인이 돋보이지않음 뒷태는 조금 실망스럽더군요"""
,2041,"""2016-12-26T17:12","""ㅋㅋㅋㅋ 그저 웃지요 ㅋㅋ 현대까 차보면 \n폐차직전 현기차나 버스타고 다니는 듯 에혀 한심하다"""
,2042,"""2016-12-26T17:06","""프리미엄 준중형. c-mdps로 110까지만 항속가능"""
,2043,"""2016-12-26T17:05","""이 차가 3000cc에 크기만 크고 말리부 2.0T 캐딜락 엔진보다도 출력이 떨어지는데\nMDPS 까지 C타입 쓰는 크기만커 차인가요???"""
,2044,"""2016-12-26T16:34","""여기서 그랜져 욕하면 쉐슬람으로 몰아가네요 ㅋㅋㅋ사람들이 욕할만한이유가있지 박사모인가요? 현기 알바님들~"""
,2045,"""2016-12-26T15:26","""쉐슬 알바들 진지하게 독종인듯 어느 게시판이던 싸지르고 가는 ㅋㅋ 1년 365일 24시간 서비스 알바 댓글러쉬들인듯"""
,2046,"""2016-12-26T15:04","""맞는말 해줘도 댓글이 삭제대네 ㅋㅋㅋ"""
,2047,"""2016-12-26T14:58","""신형그랜져는 묵직하고 중후함 떨어진다...나이먹고 타기에는 안맞는듯,,전 그랜져가 낫다"""
,2048,"""2016-12-26T11:39","""자원 아깝다. 이런 쓰레기를 돈을 들여 만들다니ㅠ"""
,2049,"""2016-12-26T09:37","""여기 네이버 댓글에서 열심히 노력해서 본인이 자동차시장의 판도를 바꿀수잇다고 생각하는 거지. 하하하 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"""
,2050,"""2016-12-26T09:22","""나쁜놈들"""
,2051,"""2016-12-26T03:22","""차가 그렇게 불티나게 팔린다더만 난 검정색 차 어제 딱 한대 봤는데...실물 진짜 똥이더라"""
,2052,"""2016-12-26T02:46","""솔직히 상품성은 아반떼 그랜져나 후퇴 특히요번그랜져는 내외부디자인은 에스엠 6보다도 포스가 딸림"""
,2053,"""2016-12-26T02:44","""차가 진짜 작더라 아무래도 제네시스 아슬란 차급을 올려주려고 그랜져 한단계 낮춘듯 같은 플랫폼에 같은바퀴폭에 아반떼 는 엑센트 그랜져 소나타급으로 어찌보면 아이에프못하고 디자인은 와이에프 못한듯 차라리 내차엠디가 낫겠드만 여러가지의미에서  현대는 막장오브막장가는구나 \n내부디자인 슈버비젼게기판은 너무하드만 단가절감 쩔고"""
,2054,"""2016-12-26T01:30","""마지막 그랜져는 TG다 이 IG 새꺄!!"""
,2055,"""2016-12-26T00:14","""응 안타~ㅋ"""
,2056,"""2016-12-25T23:48","""비운의 아슬란... 도로에서 한번 봤는데 \n일단 디자인은 그렌져보단 확실히 우위인데... \n재고할인 700까지 이야기 들었는데.. \n차대기준 3천이면 가능하다는데 \n고려해 볼 필요는 있을듯."""
,2057,"""2016-12-25T23:34","""지금 2580에 mdps 흉기 결함 또 나오네 진짜 국민이 호구도 아니고 인정좀 하고 리콜좀 해라  아  화난다"""
,2058,"""2016-12-25T21:59","""프리미엄 준중형. c-mdps로 110까지만 항속가능."""
,2059,"""2016-12-25T20:17","""hg탈때 5만 넘어갈 시점에 핸들잠겨서 죽을뻔 함 ..다행히 동네라서 살았음 개선이 얼마나 되었는지 몰라도 mdps를 바꾸던지 준대형을 준준형으로 바꿔라 ㅡㅡ"""
,2060,"""2016-12-25T19:57","""어르신들은 오늘도 현대차 살까 기아차 살까 고민한다는거 ㅋㅋ물론 아버지도 포함해서. 여기서 아무리 현기 욕해도 살사람은 꿋꿋히 산다는게 현실."""
,2061,"""2016-12-25T19:48","""사전 시작 하자 마자 신청하고 12월 초에 받아서 잘 끌고 다니고 있다 \n니들이 떠들어도 잘팔리는 차 맞고  차 탈만 하다\n나중에 중고 가격 까지 생각하면 그래도 현기 선택 한다\n뚜벅이들 열폭 하는 글 보면서 씨익  ㅋㅋ"""
,2062,"""2016-12-25T19:48","""사전 시작 하자 마자 신청하고 12월 초에 받아서 잘 끌고 다니고 있다 \n니들이 떠들어도 잘팔리는 차 맞고  차 탈만 하다\n나중에 중고 가격 까지 생각하면 그래도 현기 선택 한다\n뚜벅이들 열폭 하는 글 보면서 씨익  ㅋㅋ"""
,2063,"""2016-12-25T19:30","""우리동네 개인택시아저씨가 신차뽑으셨음 .LPI 모델 풀옵션으로 2천5백이라고하던데..\n소나타는 택시 풀옵션하면 2천만원인데 500만원더주고 그랜져 뽑느게 이익이지"""
,2064,"""2016-12-25T19:04","""구래 현기직원하고 현기하청업체직원하고 택시직원 다 합쳐서 팔아주면 15000대 팔았다구 할수 있어 ㅎㅎㅎㅎㅎ국민을 호구로 보나 ㅋㅋㅋㅋㅋㅋ"""
,2065,"""2016-12-25T19:00","""내주변에 현기직원하고 현기하청업체직원하고 택시직원 딱 3명 세사람 끌고 다니더라 ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ"""
,2066,"""2016-12-25T18:53","""이게.... 고급 쏘나타 인가요???"""
,2067,"""2016-12-25T18:32","""껍 꼭대기 세단 여기서 쳐발리니깐 말리부나 임팔라나 쉐보레 게시판에서 화풀이하던데요 ㅋㅋㅋㅋ 반박하면 쉐슬람 빼액거림 ㅋㅋㅋㅋ3명 동일인물같음"""
,2068,"""2016-12-25T17:07","""26에 이건 오바겠지   젊어보이는 차 뭐가 좋을까요"""
,2069,"""2016-12-25T16:48","""하...\n아반떼 리무진ㅋㅋㅋㅋㅋ"""
